689;78;437;
693;78;441;
690;78;445;
692;77;435;
691;78;444;
681;78;427;
683;81;436;
689;78;433;
677;80;436;
695;78;447;
697;76;434;
695;78;441;
683;78;440;
687;77;448;
684;81;440;
704;80;446;
689;81;443;
673;79;443;
704;80;435;
687;77;436;
697;80;433;
673;80;440;
692;81;426;
706;79;428;
703;79;441;
667;79;442;
685;83;428;
682;80;440;
673;79;446;
690;80;438;
690;79;439;
703;82;439;
698;79;426;
666;79;434;
677;78;434;
683;81;424;
674;81;435;
683;79;437;
681;80;437;
682;80;416;
671;81;441;
674;78;451;
697;77;442;
704;79;443;
688;81;442;
679;80;449;
688;78;444;
701;80;448;
688;76;432;
650;89;438;
604;96;438;
536;104;371;
481;93;348;
447;98;342;
436;93;356;
430;97;332;
429;96;338;
427;102;345;
426;99;345;
429;101;336;
432;96;343;
427;96;334;
425;97;342;
428;98;347;
426;98;343;
428;97;334;
422;97;339;
427;96;350;
434;96;348;
431;99;335;
429;97;344;
430;97;340;
431;95;342;
437;99;342;
425;97;337;
429;97;346;
431;97;346;
432;102;334;
427;98;352;
405;102;338;
349;101;357;
288;98;378;
205;81;415;
132;78;434;
83;78;427;
65;80;420;
51;80;431;
50;85;408;
52;85;407;
52;84;412;
48;82;411;
48;82;400;
51;80;412;
52;80;408;
51;82;397;
54;81;408;
49;81;404;
51;84;414;
52;82;409;
53;78;412;
53;82;404;
51;82;402;
54;82;415;
51;79;399;
54;81;398;
52;80;405;
49;82;402;
50;82;408;
52;80;411;
51;83;409;
51;80;413;
50;82;407;
51;80;414;
50;80;408;
