707;619;73;
712;617;71;
705;609;72;
713;615;77;
708;618;72;
706;618;75;
715;608;74;
695;618;73;
732;614;70;
740;624;70;
723;616;73;
713;618;75;
716;614;74;
717;623;77;
722;609;73;
725;614;73;
709;619;73;
717;607;72;
721;627;73;
714;621;73;
710;622;74;
700;619;75;
711;622;72;
718;604;73;
722;614;75;
699;620;72;
703;613;75;
702;608;75;
702;615;74;
697;606;74;
645;571;71;
625;556;74;
581;629;78;
512;651;82;
460;636;79;
424;637;81;
416;626;77;
410;631;78;
416;632;79;
421;631;80;
414;635;79;
416;641;78;
411;639;79;
418;632;79;
403;630;78;
414;631;75;
414;636;79;
418;637;79;
405;639;77;
417;631;84;
416;625;82;
422;631;78;
414;636;78;
418;639;80;
420;642;78;
417;633;81;
416;640;80;
419;629;77;
410;637;80;
414;631;82;
418;630;82;
411;622;82;
409;636;77;
369;646;66;
296;658;57;
212;660;40;
129;666;42;
59;676;50;
39;636;55;
20;631;55;
21;626;55;
26;620;57;
30;629;60;
25;629;57;
31;630;59;
29;625;55;
29;630;54;
27;623;58;
31;626;60;
30;629;60;
26;628;59;
32;624;58;
29;622;59;
27;630;60;
27;624;56;
30;624;60;
30;625;60;
23;630;61;
