701;641;84;
695;623;85;
684;638;83;
695;633;86;
688;644;84;
691;639;85;
698;637;80;
693;635;84;
693;638;85;
693;635;82;
693;636;83;
687;628;87;
695;647;86;
690;636;85;
696;641;83;
691;624;86;
693;645;84;
692;636;88;
692;633;86;
690;638;88;
688;640;85;
702;636;82;
706;637;85;
691;639;86;
690;639;85;
693;643;85;
701;638;85;
691;642;87;
697;633;86;
689;634;83;
694;636;85;
685;639;87;
682;637;82;
692;633;84;
695;643;85;
700;630;85;
699;639;86;
690;634;89;
689;640;83;
684;642;83;
688;636;84;
695;638;84;
696;627;80;
691;629;83;
693;646;86;
686;642;86;
695;633;81;
698;637;86;
688;629;86;
692;634;86;
689;635;84;
699;640;84;
693;635;85;
696;642;84;
706;638;86;
686;628;85;
696;637;84;
692;640;83;
685;661;86;
696;636;86;
691;652;84;
660;644;85;
620;636;92;
587;593;86;
544;644;89;
496;629;94;
457;635;97;
425;635;95;
425;636;95;
422;632;96;
421;630;94;
425;636;95;
425;631;95;
430;631;93;
420;630;95;
427;629;96;
420;626;95;
422;620;95;
423;627;95;
428;634;95;
424;637;97;
424;642;97;
427;634;93;
425;631;93;
428;637;94;
425;621;94;
420;638;94;
425;644;93;
426;635;90;
430;631;96;
425;630;92;
422;637;95;
427;632;93;
424;635;92;
423;638;98;
431;633;94;
422;628;93;
427;645;96;
423;639;95;
414;635;95;
366;625;88;
288;629;87;
223;652;89;
168;669;89;
116;665;92;
79;651;93;
50;665;90;
47;662;90;
34;657;90;
37;655;94;
36;665;90;
33;658;91;
31;652;92;
35;650;89;
32;659;90;
32;655;92;
34;656;89;
32;653;93;
33;656;92;
33;652;93;
33;667;93;
32;661;91;
32;648;95;
34;667;91;
