683;75;464;
675;80;458;
674;75;464;
668;78;463;
688;77;459;
671;79;462;
674;74;460;
677;78;453;
681;77;459;
681;77;459;
680;78;459;
671;78;460;
683;79;460;
677;77;460;
674;77;456;
673;79;460;
677;77;459;
673;76;461;
667;79;464;
664;74;467;
675;73;463;
686;80;470;
627;89;463;
566;80;460;
499;77;457;
463;74;455;
451;77;450;
455;75;458;
449;76;453;
446;74;450;
452;76;447;
440;78;452;
450;77;453;
450;77;451;
451;76;454;
455;75;452;
451;77;451;
448;77;456;
450;79;458;
453;77;452;
445;75;454;
451;78;451;
450;76;454;
444;77;451;
441;77;453;
446;77;455;
451;76;454;
453;75;453;
446;76;455;
433;78;447;
415;75;452;
373;76;449;
301;77;454;
226;75;447;
161;69;450;
109;70;455;
65;67;455;
57;65;448;
60;72;452;
56;72;453;
57;67;448;
58;65;450;
59;67;454;
59;68;444;
57;71;449;
59;71;447;
57;68;454;
58;68;453;
58;68;452;
58;71;454;
58;71;453;
