659;763;86;
655;761;87;
649;771;84;
658;765;85;
653;761;88;
653;767;84;
646;773;84;
644;760;85;
639;771;85;
649;769;86;
659;762;85;
651;757;87;
655;762;88;
649;763;86;
654;766;84;
648;760;85;
658;768;87;
652;771;87;
654;763;80;
653;752;86;
652;764;87;
659;760;84;
655;770;85;
655;765;87;
648;764;85;
648;760;86;
659;771;88;
650;767;85;
652;756;85;
656;761;87;
656;767;84;
645;766;85;
645;769;86;
657;759;86;
650;762;87;
654;761;89;
659;762;88;
650;762;85;
657;762;85;
647;764;86;
649;753;84;
655;413;87;
656;417;87;
656;423;84;
656;425;86;
657;762;84;
654;757;85;
651;765;84;
649;765;86;
649;759;85;
654;763;85;
655;768;86;
656;766;88;
646;766;85;
660;756;87;
651;764;84;
652;775;87;
663;767;83;
650;758;85;
646;759;86;
642;764;85;
646;772;84;
653;764;85;
655;770;86;
651;764;85;
650;758;87;
656;768;84;
661;754;80;
647;762;88;
657;775;84;
658;772;86;
656;767;85;
652;768;87;
649;770;89;
658;764;85;
657;765;84;
648;763;85;
649;763;84;
664;768;84;
656;760;87;
652;770;88;
653;765;88;
659;760;86;
655;760;84;
649;763;86;
648;762;85;
654;758;86;
659;763;84;
647;766;82;
667;765;88;
654;769;87;
655;763;84;
656;762;86;
652;760;82;
651;768;84;
648;766;85;
639;762;87;
654;764;82;
651;764;86;
643;754;84;
650;759;85;
658;766;84;
655;754;85;
657;766;84;
647;708;87;
653;676;85;
652;773;85;
650;759;84;
642;765;88;
654;760;85;
652;771;84;
643;762;84;
638;770;88;
653;767;83;
650;761;84;
665;769;84;
649;773;87;
652;770;83;
652;765;84;
656;760;85;
647;777;84;
650;759;85;
651;760;83;
648;765;85;
653;759;85;
651;769;85;
656;744;86;
652;772;82;
650;767;83;
664;762;83;
655;762;85;
641;776;84;
654;767;84;
648;775;85;
660;767;84;
645;768;84;
651;763;86;
646;776;85;
651;758;87;
653;753;85;
653;762;82;
656;757;80;
653;763;84;
649;763;86;
650;770;87;
650;769;79;
653;760;85;
659;764;86;
656;767;86;
651;766;82;
643;763;83;
650;772;84;
652;773;88;
652;763;85;
651;763;84;
659;765;85;
658;768;86;
662;762;84;
653;758;85;
652;764;83;
648;775;85;
641;767;84;
647;765;82;
653;766;84;
640;773;85;
653;762;84;
648;766;87;
638;763;87;
650;762;84;
648;752;84;
656;769;83;
664;757;87;
650;764;86;
661;762;82;
656;766;86;
650;762;85;
647;765;85;
653;761;83;
657;757;83;
651;773;84;
651;767;86;
651;763;85;
653;771;86;
647;761;85;
658;764;85;
645;762;86;
655;769;84;
649;761;86;
644;764;86;
659;769;87;
645;769;87;
653;760;87;
666;767;86;
657;769;84;
660;770;84;
652;770;85;
657;767;85;
651;769;87;
647;776;84;
654;768;83;
645;768;87;
656;759;85;
654;775;84;
650;754;86;
657;770;85;
655;771;82;
654;759;87;
647;764;86;
655;762;85;
649;759;86;
653;765;86;
653;769;86;
659;766;87;
647;755;82;
656;753;85;
647;760;85;
653;758;87;
653;761;86;
657;769;84;
649;772;85;
657;760;85;
654;768;87;
661;767;84;
655;765;85;
655;769;84;
654;767;87;
646;764;83;
653;767;85;
650;751;87;
649;762;87;
653;763;86;
655;761;83;
650;775;85;
657;760;85;
661;771;87;
649;771;85;
648;771;86;
650;764;83;
658;756;87;
648;762;87;
644;763;84;
643;760;85;
647;775;86;
658;766;84;
663;757;85;
655;768;85;
662;768;87;
656;764;84;
654;763;82;
656;766;88;
647;763;85;
645;761;86;
659;760;84;
647;759;86;
665;758;83;
652;769;85;
651;772;86;
653;763;84;
646;772;84;
653;764;85;
654;760;84;
656;766;85;
660;766;85;
657;755;89;
656;758;84;
661;770;87;
647;761;84;
664;760;85;
652;766;87;
648;766;86;
655;763;84;
655;764;85;
657;759;87;
653;758;85;
638;764;85;
651;770;85;
643;762;85;
656;762;85;
651;760;85;
649;765;85;
655;756;85;
655;764;84;
643;759;87;
649;764;84;
658;766;85;
653;766;84;
666;769;84;
664;773;85;
658;767;85;
649;766;85;
657;765;85;
648;766;85;
653;758;84;
647;779;83;
653;772;84;
656;770;86;
659;770;87;
649;758;84;
659;763;85;
653;769;84;
660;761;82;
653;764;86;
650;769;86;
673;756;85;
656;768;84;
655;767;82;
646;764;86;
652;757;84;
652;755;83;
636;779;84;
626;761;80;
605;757;82;
576;768;82;
540;762;81;
515;790;83;
519;779;89;
517;812;83;
518;782;82;
503;772;85;
489;783;81;
471;625;84;
439;624;86;
417;698;94;
392;8091;93;
393;602;94;
382;602;94;
389;602;89;
393;602;93;
387;602;92;
388;602;96;
388;602;94;
386;602;93;
390;602;91;
389;602;95;
383;602;95;
386;602;94;
389;602;93;
389;602;94;
387;602;94;
390;602;95;
389;602;96;
389;602;92;
388;602;93;
387;602;94;
389;602;96;
389;602;93;
390;602;96;
388;602;95;
386;602;94;
394;602;96;
389;602;93;
386;602;93;
388;602;94;
388;602;94;
390;602;97;
389;602;94;
392;602;94;
385;602;94;
383;602;92;
388;602;93;
386;602;94;
392;602;91;
391;602;94;
391;602;94;
387;602;93;
393;602;92;
385;602;94;
385;602;94;
388;602;95;
383;602;95;
388;602;94;
391;602;93;
391;602;94;
389;602;94;
393;602;95;
390;602;91;
391;602;94;
385;602;93;
383;602;91;
384;602;92;
390;602;93;
387;602;95;
387;602;94;
388;602;94;
387;602;93;
387;602;94;
392;602;96;
388;602;95;
392;602;95;
391;602;92;
387;602;93;
387;602;96;
387;602;93;
390;602;94;
387;602;96;
384;602;95;
391;602;92;
389;602;95;
389;602;95;
386;602;96;
388;602;97;
390;602;95;
392;602;95;
389;602;94;
383;602;95;
388;602;97;
390;602;94;
382;602;95;
390;602;95;
390;602;95;
388;602;93;
392;602;94;
388;602;93;
393;602;95;
388;602;93;
392;602;94;
383;602;97;
385;602;92;
385;602;97;
387;602;96;
391;602;94;
387;602;96;
384;602;93;
390;602;91;
389;602;95;
389;602;94;
387;602;94;
387;602;95;
392;602;95;
386;602;95;
391;602;96;
387;602;94;
388;602;94;
388;602;95;
389;602;95;
389;602;94;
389;602;92;
391;602;98;
392;602;92;
389;602;97;
395;602;96;
385;602;95;
388;602;94;
391;602;94;
389;602;95;
387;602;95;
389;602;97;
391;602;97;
390;602;93;
391;602;95;
393;602;94;
388;602;93;
391;602;93;
388;602;95;
386;602;97;
391;602;94;
385;602;95;
383;602;94;
387;602;92;
385;602;94;
388;602;96;
389;602;95;
389;602;97;
392;602;94;
386;602;94;
379;602;94;
375;602;88;
366;602;83;
350;602;86;
330;602;88;
305;602;89;
273;602;87;
259;602;92;
224;602;108;
204;602;85;
185;602;85;
163;602;85;
148;602;86;
129;602;89;
111;602;88;
84;602;89;
93;602;88;
82;602;87;
75;602;87;
66;602;83;
54;602;81;
34;602;77;
57;602;92;
52;602;80;
37;602;83;
47;602;78;
26;602;78;
54;602;80;
55;602;83;
53;602;82;
51;602;83;
50;602;79;
51;602;80;
55;602;78;
52;602;83;
54;602;77;
55;602;79;
55;602;80;
53;602;79;
54;602;78;
56;602;81;
54;602;80;
55;602;80;
54;602;79;
56;602;81;
56;602;81;
55;602;81;
55;602;78;
56;602;79;
55;602;80;
54;602;77;
56;602;80;
53;602;80;
59;602;80;
55;602;81;
57;602;82;
57;602;80;
57;602;82;
55;602;83;
55;602;82;
53;602;81;
56;602;79;
57;602;81;
57;602;82;
53;602;83;
54;602;78;
56;602;82;
55;602;78;
56;602;79;
53;602;79;
59;602;80;
54;602;81;
54;602;79;
53;602;81;
54;602;81;
54;602;81;
57;602;80;
56;602;80;
55;602;81;
57;602;81;
52;602;77;
56;602;81;
55;602;79;
56;602;78;
55;602;80;
54;602;79;
53;602;83;
57;602;80;
56;602;81;
55;602;78;
56;602;80;
56;602;81;
56;602;81;
54;602;78;
53;602;82;
58;602;82;
54;602;78;
55;602;80;
57;602;79;
54;602;82;
57;602;79;
56;602;76;
59;602;78;
54;602;82;
55;602;80;
56;602;77;
54;602;77;
54;602;76;
55;602;78;
